From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8CBB9	Q8CBB9	reviewed	RSAD2_MOUSE	S-adenosylmethionine-dependent nucleotide dehydratase RSAD2 (SAND) (EC 4.2.-.-) (Radical S-adenosyl methionine domain-containing protein 2) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible) (Viperin)	Rsad2 Vig1	Mus musculus (Mouse)	362
Q8CBC4	Q8CBC4	reviewed	CNST_MOUSE	Consortin	Cnst	Mus musculus (Mouse)	711
Q8CBC7	Q8CBC7	reviewed	TRM7_MOUSE	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog) (Protein ftsJ homolog 1)	Ftsj1	Mus musculus (Mouse)	324
Q8CBE3	Q8CBE3	reviewed	WDR37_MOUSE	WD repeat-containing protein 37	Wdr37 Kiaa0982	Mus musculus (Mouse)	496
Q8CBG9-2	Q8CBG9	reviewed	RN170_MOUSE	E3 ubiquitin-protein ligase RNF170 (EC 2.3.2.27) (RING finger protein 170) (RING-type E3 ubiquitin transferase RNF170)	Rnf170	Mus musculus (Mouse)	286
Q8CBQ5	Q8CBQ5	reviewed	P4K2B_MOUSE	Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta)	Pi4k2b	Mus musculus (Mouse)	469
Q8CBW3-2	Q8CBW3	reviewed	ABI1_MOUSE	Abl interactor 1 (Abelson interactor 1) (Abi-1) (Ablphilin-1) (Eps8 SH3 domain-binding protein) (Eps8-binding protein) (Spectrin SH3 domain-binding protein 1) (e3B1)	Abi1 Ssh3bp1	Mus musculus (Mouse)	481
Q8CBY8-2	Q8CBY8	reviewed	DCTN4_MOUSE	Dynactin subunit 4 (Dynactin subunit p62)	Dctn4	Mus musculus (Mouse)	467
Q8CC12-2	Q8CC12	reviewed	CDAN1_MOUSE	Codanin-1	Cdan1	Mus musculus (Mouse)	1239
Q8CC88	Q8CC88	reviewed	VWA8_MOUSE	von Willebrand factor A domain-containing protein 8	Vwa8 Kiaa0564	Mus musculus (Mouse)	1905
Q8CCB4	Q8CCB4	reviewed	VPS53_MOUSE	Vacuolar protein sorting-associated protein 53 homolog	Vps53	Mus musculus (Mouse)	832
Q8CCE9-2	Q8CCE9	reviewed	E4F1_MOUSE	Transcription factor E4F1 (EC 2.3.2.27) (E4F transcription factor 1) (Putative E3 ubiquitin-protein ligase E4F1) (RING-type E3 ubiquitin transferase E4F1) (Transcription factor E4F) (Transcription factor phi AP3) (p120E4F)	E4f1	Mus musculus (Mouse)	783
Q8CCF0	Q8CCF0	reviewed	PRP31_MOUSE	U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (U4/U6 snRNP 61 kDa protein) (Protein 61K)	Prpf31 Prp31	Mus musculus (Mouse)	499
Q8CCH2	Q8CCH2	reviewed	NHLC3_MOUSE	NHL repeat-containing protein 3	Nhlrc3	Mus musculus (Mouse)	347
Q8CCJ3	Q8CCJ3	reviewed	UFL1_MOUSE	E3 UFM1-protein ligase 1 (EC 2.3.2.-) (E3 UFM1-protein transferase 1) (Multiple alpha-helix protein located at ER) (Regulator of C53/LZAP and DDRGK1)	Ufl1 Kiaa0776 Maxer Rcad	Mus musculus (Mouse)	793
Q8CCJ9-2	Q8CCJ9	reviewed	P20L1_MOUSE	PHD finger protein 20-like protein 1	Phf20l1	Mus musculus (Mouse)	1013
Q8CCM6	Q8CCM6	reviewed	TIM21_MOUSE	Mitochondrial import inner membrane translocase subunit Tim21 (TIM21-like protein, mitochondrial)	Timm21 Tim21	Mus musculus (Mouse)	244
Q8CCN5	Q8CCN5	reviewed	BCAS3_MOUSE	BCAS3 microtubule associated cell migration factor (Breast carcinoma-amplified sequence 3 homolog) (K20D4) (Protein rudhira)	Bcas3	Mus musculus (Mouse)	928
Q8CCP0	Q8CCP0	reviewed	NEMF_MOUSE	Ribosome quality control complex subunit NEMF (Nuclear export mediator factor)	Nemf	Mus musculus (Mouse)	1064
Q8CCS6-2	Q8CCS6	reviewed	PABP2_MOUSE	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1)	Pabpn1 Pab2 Pabp2	Mus musculus (Mouse)	302
Q8CD10	Q8CD10	reviewed	MICU2_MOUSE	Calcium uptake protein 2, mitochondrial (EF-hand domain-containing family member A1)	Micu2 Efha1	Mus musculus (Mouse)	432
Q8CD15	Q8CD15	reviewed	RIOX2_MOUSE	Ribosomal oxygenase 2 (Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA) (EC 1.14.11.79) (Histone lysine demethylase MINA) (MYC-induced nuclear antigen)	Riox2 Mina Mina53	Mus musculus (Mouse)	465
Q8CD26	Q8CD26	reviewed	S35E1_MOUSE	Solute carrier family 35 member E1	Slc35e1	Mus musculus (Mouse)	409
Q8CD92-2	Q8CD92	reviewed	TTC27_MOUSE	Tetratricopeptide repeat protein 27 (TPR repeat protein 27)	Ttc27	Mus musculus (Mouse)	847
Q8CDA1	Q8CDA1	reviewed	SAC2_MOUSE	Phosphatidylinositide phosphatase SAC2 (EC 3.1.3.25) (Inositol polyphosphate 5-phosphatase F) (Sac domain-containing inositol phosphatase 2) (Sac domain-containing phosphoinositide 4-phosphatase 2) (hSAC2)	Inpp5f Kiaa0966 Sac2	Mus musculus (Mouse)	1132
Q8CDC7	Q8CDC7	reviewed	ZBTB9_MOUSE	Zinc finger and BTB domain-containing protein 9	Zbtb9	Mus musculus (Mouse)	459
Q8CDG3	Q8CDG3	reviewed	VCIP1_MOUSE	Deubiquitinating protein VCPIP1 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135) (VCP/p47 complex-interacting 135-kDa protein)	Vcpip1 Vcip135	Mus musculus (Mouse)	1220
Q8CDJ3	Q8CDJ3	reviewed	BAKOR_MOUSE	Beclin 1-associated autophagy-related key regulator (Barkor) (Autophagy-related protein 14-like protein) (Atg14L)	Atg14 Atg14L D14Ertd436e Kiaa0831	Mus musculus (Mouse)	492
Q8CDM8	Q8CDM8	reviewed	FHI2A_MOUSE	FHF complex subunit HOOK interacting protein 2A	Fhip2a Fam160b1 Kiaa1600	Mus musculus (Mouse)	764
Q8CDN6	Q8CDN6	reviewed	TXNL1_MOUSE	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	Txnl1 Trp32 Txnl	Mus musculus (Mouse)	289
Q8CE33-2	Q8CE33	reviewed	KLH11_MOUSE	Kelch-like protein 11	Klhl11	Mus musculus (Mouse)	709
Q8CE46	Q8CE46	reviewed	PUS7L_MOUSE	Pseudouridylate synthase PUS7L (EC 5.4.99.-) (Pseudouridylate synthase 7 homolog-like protein)	Pus7l	Mus musculus (Mouse)	702
Q8CE50	Q8CE50	reviewed	SNX30_MOUSE	Sorting nexin-30	Snx30	Mus musculus (Mouse)	437
Q8CE64-2	Q8CE64	reviewed	ZN276_MOUSE	Zinc finger protein 276 (Zfp-276)	Znf276 Zfp276	Mus musculus (Mouse)	614
Q8CE90-2	Q8CE90	reviewed	MP2K7_MOUSE	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	Map2k7 Mkk7	Mus musculus (Mouse)	535
Q8CE96	Q8CE96	reviewed	TRM6_MOUSE	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (mRNA methyladenosine-N(1)-methyltransferase non-catalytic subunit TRM6) (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6)	Trmt6 Kiaa1153 Trm6	Mus musculus (Mouse)	497
Q8CEC0-2	Q8CEC0	reviewed	NUP88_MOUSE	Nuclear pore complex protein Nup88 (88 kDa nucleoporin) (Nucleoporin Nup88)	Nup88	Mus musculus (Mouse)	753
Q8CEC5	Q8CEC5	reviewed	KBRS1_MOUSE	NF-kappa-B inhibitor-interacting Ras-like protein 1 (I-kappa-B-interacting Ras-like protein 1) (Kappa B-Ras protein 1) (KappaB-Ras1)	Nkiras1	Mus musculus (Mouse)	192
Q8CEC6	Q8CEC6	reviewed	PPWD1_MOUSE	Peptidylprolyl isomerase domain and WD repeat-containing protein 1 (EC 5.2.1.8)	Ppwd1	Mus musculus (Mouse)	646
Q8CEE0	Q8CEE0	reviewed	CEP57_MOUSE	Centrosomal protein of 57 kDa (Cep57) (Testis-specific protein 57) (Translokin)	Cep57 Kiaa0092 Tsp57	Mus musculus (Mouse)	500
Q8CEE6	Q8CEE6	reviewed	PASK_MOUSE	PAS domain-containing serine/threonine-protein kinase (PAS-kinase) (PASKIN) (EC 2.7.11.1)	Pask Kiaa0135	Mus musculus (Mouse)	1383
Q8CEE7	Q8CEE7	reviewed	RDH13_MOUSE	Retinol dehydrogenase 13 (EC 1.1.1.300)	Rdh13	Mus musculus (Mouse)	334
Q8CEI1	Q8CEI1	reviewed	BOLA3_MOUSE	BolA-like protein 3	Bola3	Mus musculus (Mouse)	110
Q8CES0	Q8CES0	reviewed	NAA30_MOUSE	N-alpha-acetyltransferase 30 (EC 2.3.1.256) (N-acetyltransferase 12) (N-acetyltransferase MAK3 homolog) (NatC catalytic subunit)	Naa30 Mak3 Nat12	Mus musculus (Mouse)	364
Q8CF60	Q8CF60	reviewed	ZN263_MOUSE	Zinc finger protein 263 (Zinc finger protein FPM315) (Zinc finger protein with KRAB and SCAN domains 12)	Znf263 FPM315 Zfp263 ZKSCAN12	Mus musculus (Mouse)	680
Q8CF66	Q8CF66	reviewed	LTOR4_MOUSE	Ragulator complex protein LAMTOR4 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4) [Cleaved into: Ragulator complex protein LAMTOR4, N-terminally processed]	Lamtor4	Mus musculus (Mouse)	99
Q8CF89	Q8CF89	reviewed	TAB1_MOUSE	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 1) (TGF-beta-activated kinase 1-binding protein 1) (TAK1-binding protein 1)	Tab1 Map3k7ip1	Mus musculus (Mouse)	502
Q8CFC7-2	Q8CFC7	reviewed	CLASR_MOUSE	CLK4-associating serine/arginine rich protein (Clk4-associating SR-related protein) (Serine/arginine-rich splicing factor 16) (Splicing factor, arginine/serine-rich 16) (Suppressor of white-apricot homolog 2)	Clasrp Clasp Sfrs16 Srsf16 Swap2	Mus musculus (Mouse)	668
Q8CFD4	Q8CFD4	reviewed	SNX8_MOUSE	Sorting nexin-8	Snx8	Mus musculus (Mouse)	459
Q8CFE2	Q8CFE2	reviewed	HPF1_MOUSE	Histone PARylation factor 1	Hpf1	Mus musculus (Mouse)	346
Q8CFE3	Q8CFE3	reviewed	RCOR1_MOUSE	REST corepressor 1 (Protein CoREST)	Rcor1 D12Wsu95e Kiaa0071	Mus musculus (Mouse)	480
Q8CFE4	Q8CFE4	reviewed	SCYL2_MOUSE	SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)	Scyl2 Cvak104 D10Ertd802e	Mus musculus (Mouse)	930
Q8CFE6	Q8CFE6	reviewed	S38A2_MOUSE	Sodium-coupled neutral amino acid symporter 2 (Amino acid transporter A2) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2)	Slc38a2 Ata2 Kiaa1382 Sat2 Snat2	Mus musculus (Mouse)	504
Q8CFH6	Q8CFH6	reviewed	SIK2_MOUSE	Serine/threonine-protein kinase SIK2 (EC 2.7.11.1) (Salt-inducible kinase 2) (SIK-2) (Serine/threonine-protein kinase SNF1-like kinase 2)	Sik2 Snf1lk2	Mus musculus (Mouse)	931
Q8CFI2	Q8CFI2	reviewed	UB2R1_MOUSE	Ubiquitin-conjugating enzyme E2 R1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme R1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme R1) (Ubiquitin-conjugating enzyme E2-32 kDa complementing) (Ubiquitin-conjugating enzyme E2-CDC34) (Ubiquitin-protein ligase R1)	Cdc34 Ubch3 Ube2r1	Mus musculus (Mouse)	235
Q8CFI5	Q8CFI5	reviewed	SYPM_MOUSE	Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	Pars2	Mus musculus (Mouse)	475
Q8CFI7	Q8CFI7	reviewed	RPB2_MOUSE	DNA-directed RNA polymerase II subunit RPB2 (EC 2.7.7.6) (3'-5' exoribonuclease) (EC 3.1.13.-) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2) (RNA-directed RNA polymerase II subunit RPB2) (EC 2.7.7.48)	Polr2b	Mus musculus (Mouse)	1174
Q8CFJ7	Q8CFJ7	reviewed	S2545_MOUSE	Solute carrier family 25 member 45	Slc25a45	Mus musculus (Mouse)	288
Q8CFJ9	Q8CFJ9	reviewed	WDR24_MOUSE	GATOR2 complex protein WDR24 (EC 2.3.2.27) (WD repeat-containing protein 24)	Wdr24	Mus musculus (Mouse)	790
Q8CFK2	Q8CFK2	reviewed	TF3B_MOUSE	Transcription factor IIIB 90 kDa subunit (TFIIIB90) (mTFIIIB90) (B-related factor 1) (BRF-1)	Brf1	Mus musculus (Mouse)	676
Q8CFQ3	Q8CFQ3	reviewed	AQR_MOUSE	RNA helicase aquarius (EC 3.6.4.13) (Intron-binding protein of 160 kDa)	Aqr Kiaa0560	Mus musculus (Mouse)	1481
Q8CFT2-2	Q8CFT2	reviewed	SET1B_MOUSE	Histone-lysine N-methyltransferase SETD1B (EC 2.1.1.364) (SET domain-containing protein 1B)	Setd1b Kiaa1076 Set1b	Mus musculus (Mouse)	1985
Q8CFV9	Q8CFV9	reviewed	RIFK_MOUSE	Riboflavin kinase (EC 2.7.1.26) (ATP:riboflavin 5'-phosphotransferase) (Flavokinase) (KOI-4)	Rfk	Mus musculus (Mouse)	155
Q8CFX1	Q8CFX1	reviewed	G6PE_MOUSE	GDH/6PGL endoplasmic bifunctional protein [Includes: Hexose-6-phosphate dehydrogenase (Glucose 1-dehydrogenase) (EC 1.1.1.47) (Glucose-6-phosphate dehydrogenase) (EC 1.1.1.363); 6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)]	H6pd	Mus musculus (Mouse)	789
Q8CFY5	Q8CFY5	reviewed	COX10_MOUSE	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase)	Cox10	Mus musculus (Mouse)	443
Q8CG46	Q8CG46	reviewed	SMC5_MOUSE	Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (mSMC5) (Protein expressed in male leptotene and zygotene spermatocytes 453) (MLZ-453)	Smc5 Kiaa0594 Smc5l1	Mus musculus (Mouse)	1101
Q8CG46-2	Q8CG46	reviewed	SMC5_MOUSE	Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (mSMC5) (Protein expressed in male leptotene and zygotene spermatocytes 453) (MLZ-453)	Smc5 Kiaa0594 Smc5l1	Mus musculus (Mouse)	1101
Q8CG47	Q8CG47	reviewed	SMC4_MOUSE	Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (XCAP-C homolog)	Smc4 Capc Smc4l1	Mus musculus (Mouse)	1286
Q8CG48	Q8CG48	reviewed	SMC2_MOUSE	Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome-associated protein E) (FGF-inducible protein 16) (XCAP-E homolog)	Smc2 Cape Fin16 Smc2l1	Mus musculus (Mouse)	1191
Q8CG50	Q8CG50	reviewed	RAB43_MOUSE	Ras-related protein Rab-43	Rab43	Mus musculus (Mouse)	210
Q8CG64	Q8CG64	reviewed	FKRP_MOUSE	Ribitol 5-phosphate transferase FKRP (EC 2.7.8.-) (Fukutin-related protein) (EC 2.4.2.-) (Ribitol-5-phosphate transferase)	Fkrp	Mus musculus (Mouse)	494
Q8CG72	Q8CG72	reviewed	ADPRS_MOUSE	ADP-ribosylhydrolase ARH3 (ADP-ribose glycohydrolase ARH3) (ADP-ribosylhydrolase 3) (O-acetyl-ADP-ribose deacetylase ARH3) (EC 3.5.1.-) (Poly(ADP-ribose) glycohydrolase ARH3) (EC 3.2.1.143) ([Protein ADP-ribosylarginine] hydrolase-like protein 2) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-)	Adprs Adprhl2 Arh3	Mus musculus (Mouse)	370
Q8CG76	Q8CG76	reviewed	ARK72_MOUSE	Aflatoxin B1 aldehyde reductase member 2 (EC 1.1.1.n11) (Succinic semialdehyde reductase) (SSA reductase)	Akr7a2 Afar Akr7a5	Mus musculus (Mouse)	367
Q8CG79	Q8CG79	reviewed	ASPP2_MOUSE	Apoptosis-stimulating of p53 protein 2 (Tumor suppressor p53-binding protein 2) (53BP2) (p53-binding protein 2) (p53BP2)	Tp53bp2 Aspp2 Trp53bp2	Mus musculus (Mouse)	1128
Q8CGA0	Q8CGA0	reviewed	PPM1F_MOUSE	Protein phosphatase 1F (EC 3.1.3.16) (Ca(2+)/calmodulin-dependent protein kinase phosphatase) (CaM-kinase phosphatase) (CaMKPase)	Ppm1f	Mus musculus (Mouse)	452
Q8CGA3	Q8CGA3	reviewed	LAT4_MOUSE	Large neutral amino acids transporter small subunit 4 (L-type amino acid transporter 4) (Solute carrier family 43 member 2)	Slc43a2 Lat4	Mus musculus (Mouse)	568
Q8CGB3-2	Q8CGB3	reviewed	UACA_MOUSE	Uveal autoantigen with coiled-coil domains and ankyrin repeats (Nuclear membrane-binding protein) (Nucling)	Uaca Kiaa1561	Mus musculus (Mouse)	1411
Q8CGB9	Q8CGB9	unreviewed	Q8CGB9_MOUSE	Insulin-degrading enzyme (EC 3.4.24.56) (Insulin protease) (Insulysin)	Ide	Mus musculus (Mouse)	1019
Q8CGC4	Q8CGC4	reviewed	LS14B_MOUSE	Protein LSM14 homolog B (RNA-associated protein 55B) (mRAP55B)	Lsm14b Fam61b Rap55b	Mus musculus (Mouse)	385
Q8CGC6	Q8CGC6	reviewed	RBM28_MOUSE	RNA-binding protein 28 (RNA-binding motif protein 28)	Rbm28	Mus musculus (Mouse)	750
Q8CGC7	Q8CGC7	reviewed	SYEP_MOUSE	Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)]	Eprs1 Eprs Qprs	Mus musculus (Mouse)	1512
Q8CGE9	Q8CGE9	reviewed	RGS12_MOUSE	Regulator of G-protein signaling 12 (RGS12)	Rgs12	Mus musculus (Mouse)	1381
Q8CGF6	Q8CGF6	reviewed	WDR47_MOUSE	WD repeat-containing protein 47 (Neuronal enriched MAP interacting protein) (Nemitin)	Wdr47 Kiaa0893	Mus musculus (Mouse)	920
Q8CGF7	Q8CGF7	reviewed	TCRG1_MOUSE	Transcription elongation regulator 1 (Formin-binding protein 28) (FBP 28) (TATA box-binding protein-associated factor 2S) (Transcription factor CA150) (p144)	Tcerg1 Taf2s	Mus musculus (Mouse)	1100
Q8CGK3	Q8CGK3	reviewed	LONM_MOUSE	Lon protease homolog, mitochondrial (EC 3.4.21.53) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)	Lonp1 Prss15	Mus musculus (Mouse)	949
Q8CGN4-2	Q8CGN4	reviewed	BCOR_MOUSE	BCL-6 corepressor (BCoR)	Bcor Kiaa1575	Mus musculus (Mouse)	1759
Q8CGP0	Q8CGP0	reviewed	H2B3B_MOUSE	Histone H2B type 3-B (H2B-clustered histone 26) (H2B.U histone 1)	H2bc26 H2bc26-ps H2bu1 H2bu1-ps Hist3h2bb Hist3h2bb-ps	Mus musculus (Mouse)	126
Q8CGT6-2	Q8CGT6	reviewed	PIWL4_MOUSE	Piwi-like protein 4 (mAgo5)	Piwil4 Miwi2	Mus musculus (Mouse)	848
Q8CGU1	Q8CGU1	reviewed	CACO1_MOUSE	Calcium-binding and coiled-coil domain-containing protein 1 (Coiled-coil coactivator protein)	Calcoco1 CocoA Kiaa1536	Mus musculus (Mouse)	691
Q8CGY8	Q8CGY8	reviewed	OGT1_MOUSE	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	Ogt	Mus musculus (Mouse)	1046
Q8CGY8-2	Q8CGY8	reviewed	OGT1_MOUSE	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	Ogt	Mus musculus (Mouse)	1046
Q8CGZ0	Q8CGZ0	reviewed	CHERP_MOUSE	Calcium homeostasis endoplasmic reticulum protein (SR-related CTD-associated factor 6)	Cherp Scaf6	Mus musculus (Mouse)	936
Q8CH02	Q8CH02	reviewed	SUGP1_MOUSE	SURP and G-patch domain-containing protein 1 (Splicing factor 4)	Sugp1 Sf4	Mus musculus (Mouse)	643
Q8CH09	Q8CH09	reviewed	SUGP2_MOUSE	SURP and G-patch domain-containing protein 2 (Arginine/serine-rich-splicing factor 14) (Splicing factor, arginine/serine-rich 14)	Sugp2 Sfrs14 Srsf14	Mus musculus (Mouse)	1067
Q8CH18	Q8CH18	reviewed	CCAR1_MOUSE	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1)	Ccar1 Carp1	Mus musculus (Mouse)	1146
Q8CH25-2	Q8CH25	reviewed	SLTM_MOUSE	SAFB-like transcription modulator (Modulator of estrogen-induced transcription) (SAF-like transcription modulator)	Sltm Met	Mus musculus (Mouse)	1031
Q8CH72	Q8CH72	reviewed	TRI32_MOUSE	E3 ubiquitin-protein ligase TRIM32 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM32) (Tripartite motif-containing protein 32)	Trim32	Mus musculus (Mouse)	655
Q8CH77	Q8CH77	reviewed	NAV1_MOUSE	Neuron navigator 1 (Pore membrane and/or filament-interacting-like protein 3)	Nav1 Kiaa1151 Pomfil3	Mus musculus (Mouse)	1875
Q8CHC8	Q8CHC8	reviewed	ADNP2_MOUSE	Activity-dependent neuroprotector homeobox protein 2 (ADNP homeobox protein 2) (Zinc finger protein 508)	Adnp2 Kiaa0863 Zfp508 Znf508	Mus musculus (Mouse)	1165
Q8CHG3	Q8CHG3	reviewed	GCC2_MOUSE	GRIP and coiled-coil domain-containing protein 2 (185 kDa Golgi coiled-coil protein) (GCC185)	Gcc2 Kiaa0336	Mus musculus (Mouse)	1680
Q8CHG5	Q8CHG5	reviewed	AREL1_MOUSE	Apoptosis-resistant E3 ubiquitin protein ligase 1 (EC 2.3.2.26) (Apoptosis-resistant HECT-type E3 ubiquitin transferase 1)	Arel1 Kiaa0317	Mus musculus (Mouse)	823
Q8CHG7	Q8CHG7	reviewed	RPGF2_MOUSE	Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1)	Rapgef2 Kiaa0313 Pdzgef1	Mus musculus (Mouse)	1496
Q8CHH5	Q8CHH5	reviewed	BICRL_MOUSE	BRD4-interacting chromatin-remodeling complex-associated protein-like	Bicral Gltscr1l Kiaa0240	Mus musculus (Mouse)	1074
Q8CHH9-2	Q8CHH9	reviewed	SEPT8_MOUSE	Septin-8	Septin8 Kiaa0202 Sept8	Mus musculus (Mouse)	429
Q8CHI8-2	Q8CHI8	reviewed	EP400_MOUSE	E1A-binding protein p400 (EC 3.6.4.-) (Domino homolog) (mDomino) (p400 kDa SWI2/SNF2-related protein)	Ep400 Kiaa1498	Mus musculus (Mouse)	3072
Q8CHK3	Q8CHK3	reviewed	MBOA7_MOUSE	Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7 (EC 2.3.1.-) (1-acylglycerophosphatidylinositol O-acyltransferase) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase 1) (LPIAT1) (Lysophospholipid acyltransferase 7) (LPLAT 7) (Membrane-bound O-acyltransferase domain-containing protein 7) (O-acyltransferase domain-containing protein 7) (m-mboa-7)	Mboat7 Bb1 Leng4 Lpiat1 Oact7	Mus musculus (Mouse)	473
Q8CHK4-2	Q8CHK4	reviewed	KAT5_MOUSE	Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (Lysine acetyltransferase 5) (Protein 2-hydroxyisobutyryltransferase KAT5) (EC 2.3.1.-) (Protein acetyltransferase KAT5) (EC 2.3.1.-) (Protein crotonyltransferase KAT5) (EC 2.3.1.-) (Protein lactyltransferase KAT5) (EC 2.3.1.-)	Kat5 Htatip Tip60	Mus musculus (Mouse)	513
Q8CHP5	Q8CHP5	reviewed	PYM1_MOUSE	Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog)	Pym1 Pym Wibg	Mus musculus (Mouse)	203
Q8CHP6	Q8CHP6	reviewed	PHC3_MOUSE	Polyhomeotic-like protein 3	Phc3	Mus musculus (Mouse)	981
Q8CHP8	Q8CHP8	reviewed	PGP_MOUSE	Glycerol-3-phosphate phosphatase (G3PP) (EC 3.1.3.21) (Aspartate-based ubiquitous Mg(2+)-dependent phosphatase) (AUM) (EC 3.1.3.48) (Phosphoglycolate phosphatase) (PGP)	Pgp	Mus musculus (Mouse)	321
Q8CHQ0	Q8CHQ0	reviewed	FBX4_MOUSE	F-box only protein 4	Fbxo4 Fbx4	Mus musculus (Mouse)	385
Q8CHS8-3	Q8CHS8	reviewed	VP37A_MOUSE	Vacuolar protein sorting-associated protein 37A (Vps37A) (ESCRT-I complex subunit VPS37A)	Vps37a	Mus musculus (Mouse)	397
Q8CHT0	Q8CHT0	reviewed	AL4A1_MOUSE	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	Aldh4a1	Mus musculus (Mouse)	562
Q8CHT3	Q8CHT3	reviewed	INT5_MOUSE	Integrator complex subunit 5 (Int5)	Ints5	Mus musculus (Mouse)	1018
Q8CHU3-2	Q8CHU3	reviewed	EPN2_MOUSE	Epsin-2 (EPS-15-interacting protein 2) (Intersectin-EH-binding protein 2) (Ibp2)	Epn2	Mus musculus (Mouse)	595
Q8CHW4	Q8CHW4	reviewed	EI2BE_MOUSE	Translation initiation factor eIF2B subunit epsilon (eIF2B GDP-GTP exchange factor subunit epsilon)	Eif2b5	Mus musculus (Mouse)	717
Q8CHX6	Q8CHX6	reviewed	MBTP2_MOUSE	Membrane-bound transcription factor site-2 protease (EC 3.4.24.85) (Endopeptidase S2P)	Mbtps2	Mus musculus (Mouse)	515
Q8CHY3	Q8CHY3	reviewed	DYM_MOUSE	Dymeclin	Dym	Mus musculus (Mouse)	669
